,id,sentence,dataset,num_flips
975,34.1.phillips.3e.*.08,Each other surprised Shannon and Dustin.,LI,2
977,34.1.phillips.59b.*.02,The first-time racers were defeated and the amateur racers by the professional racers.,LI,2
978,34.1.phillips.59b.*.03,The volunteers were appreciated and the interns by the doctors.,LI,52
980,34.1.phillips.59b.*.05,The poor were overlooked and the bankers by the politicians.,LI,36
981,34.1.phillips.59b.*.06,The directors were impressed and the singers by the dancers.,LI,68
983,34.1.phillips.59b.*.08,The employees were overworked and the executives by the managers.,LI,68
1000,34.1.phillips.67d.*.01,I gave anything to nobody.,LI,70
1002,34.1.phillips.67d.*.03,My boss gave any opportunities to no employees.,LI,76
1003,34.1.phillips.67d.*.04,Monica gives any money to no strangers.,LI,6
1004,34.1.phillips.67d.*.05,The trainer gives any treats to no dogs.,LI,60
1005,34.1.phillips.67d.*.06,My parents give any donations to no charities.,LI,106
1006,34.1.phillips.67d.*.07,Eloise gives any presents to no friends.,LI,52
1007,34.1.phillips.67d.*.08,The government gives any help to no poor people.,LI,4
1011,34.1.phillips.6b.*.04,Karen gave at breakfast time her friend a huge delicious plate of waffles.,LI,20
1014,34.1.phillips.6b.*.07,Sabrina gave at breakfast time her elderly mother a beautiful new coffee mug.,LI,6
1027,34.1.phillips.88b.*.04,"Allison forgot to practice her violin, and Carl did to finish his homework.",LI,2
1029,34.1.phillips.88b.*.06,"Kelsey hoped to win the marathon, and Christian did to win the tennis tournament.",LI,2
1031,34.1.phillips.88b.*.08,"Natalie refused to bike to work, and Gabrielle did to drive.",LI,2
1052,34.1.phillips.93b.?*.05,Dwayne gave more charities money than Frieda did food.,LI,84
1060,34.1.phillips.96a.*.05,"Kimberly wanted to give the charity something warm to wear, and give the charity she did a bundle of jackets.",LI,108
1080,34.2.caponigro.13b.*.01,The flute was being shiny.,LI,8
1081,34.2.caponigro.13b.*.02,The bracelet was being sparkly.,LI,82
1082,34.2.caponigro.13b.*.03,The table was being heavy.,LI,94
1083,34.2.caponigro.13b.*.04,The movie was being scary.,LI,10
1084,34.2.caponigro.13b.*.05,The song was being catchy.,LI,12
1085,34.2.caponigro.13b.*.06,The floor was being slippery.,LI,82
1086,34.2.caponigro.13b.*.07,The popcorn was being buttery.,LI,8
1087,34.2.caponigro.13b.*.08,The bed was being comfortable.,LI,70
1089,34.2.panagiotidis.6.*.02,We speakers of English are more numerous than you of Japanese.,LI,8
1091,34.2.panagiotidis.6.*.04,We graduates of college are just as unemployed as you of high school.,LI,84
1092,34.2.panagiotidis.6.*.05,We majors in biology are just as smart as you of mathematics.,LI,2
1093,34.2.panagiotidis.6.*.06,We drinkers of tea are just as hyper as you of coffee.,LI,58
1094,34.2.panagiotidis.6.*.07,We users of PCs are just as competent as you of Macs.,LI,72
1095,34.2.panagiotidis.6.*.08,We supporters of democrats are just as worried about the economy as you of republicans.,LI,66
1098,34.2.panagiotidis.6.g.03,We citizens of California are tanner than you citizens of Maine.,LI,6
1104,34.3.heycock.16.*.01,He was judge.,LI,94
1105,34.3.heycock.16.*.02,She was winner.,LI,36
1106,34.3.heycock.16.*.03,I was loser.,LI,100
1109,34.3.heycock.16.*.06,I was coach.,LI,4
1123,34.3.heycock.30c.?*.04,Salesman and client that were negotiating all the time had to be reassigned.,LI,30
1125,34.3.heycock.30c.?*.06,Teacher and student that were constantly arguing had to be move to different classes.,LI,38
1126,34.3.heycock.30c.?*.07,Maid and butler that were constantly gossiping had to be sent to different houses.,LI,6
1127,34.3.heycock.30c.?*.08,Actor and actress that were constantly fighting had to be moved to different scenes.,LI,32
1133,34.3.heycock.30c.g.06,The teacher and student that were constantly arguing had to be move to different classes.,LI,66
1136,34.3.heycock.37b.??.01,Knife with the golden blade and fork with the silver handle go on the left.,LI,42
1138,34.3.heycock.37b.??.03,Pencil with the blue eraser and binder with the black cover are in the top drawer.,LI,36
1141,34.3.heycock.37b.??.06,Laptop with the silver case and ipod with the pink earbuds are in your suitcase.,LI,60
1142,34.3.heycock.37b.??.07,Hula-hoop with green stripes and jump rope with orange handles are in the garage.,LI,2
1143,34.3.heycock.37b.??.08,Hammer with the black handle and screwdriver with the square tip are in your toolbox.,LI,66
1154,34.3.heycock.55a.*.03,Window is broken and door is open.,LI,12
1155,34.3.heycock.55a.*.04,Peanut is sweet and pretzel is salty.,LI,42
1170,34.3.heycock.66.*.03,This is cabinet.,LI,14
1171,34.3.heycock.66.*.04,This is car.,LI,2
1173,34.3.heycock.66.*.06,This is pen.,LI,2
1174,34.3.heycock.66.*.07,This is shelf.,LI,4
1175,34.3.heycock.66.*.08,This is computer.,LI,2
1185,34.3.heycock.82a.*.02,The fork with the silver handle's tines are sharp.,LI,38
1186,34.3.heycock.82a.*.03,The program that is sending robots to Mars's history is controversial.,LI,34
1187,34.3.heycock.82a.*.04,The dinosaur with terrible teeth's roar was monstrous.,LI,10
1188,34.3.heycock.82a.*.05,The restaurant that does n't train its staff's food is dangerous.,LI,74
1189,34.3.heycock.82a.*.06,The bird that awakens before sunrise's noise is annoying.,LI,10
1190,34.3.heycock.82a.*.07,The movie theater with the fantastic sound system's lobby was empty.,LI,2
1191,34.3.heycock.82a.*.08,The woman with the thick accent's speech is difficult to understand.,LI,100
1193,34.3.heycock.82a.g.02,The tines of the fork with the silver handle are sharp.,LI,4
1196,34.3.heycock.82a.g.05,The food of the restaurant that does n't train its staff is dangerous.,LI,38
1200,34.3.landau.32c.*.01,There expects to be a man in the garden.,LI,66
1202,34.3.landau.32c.*.03,There desires to be a new deal in the works.,LI,84
1203,34.3.landau.32c.*.04,There forgot to be a car waiting at the airport.,LI,80
1204,34.3.landau.32c.*.05,There hoped to be a party for the new manager.,LI,16
1206,34.3.landau.32c.*.07,There managed to be a bonus in my paycheck.,LI,4
1207,34.3.landau.32c.*.08,There remembered to be a construction sign on the freeway.,LI,64
1216,34.3.landau.39a.g.01,One interpreter tried to be assigned to every visiting diplomat.,LI,98
1222,34.3.landau.39a.g.07,One dog attempted to fetch every stick.,LI,6
1223,34.3.landau.39a.g.08,One athlete tried to win event.,LI,2
1225,34.3.landau.39b.*.02,One actor each attempted to be the star of every scene.,LI,96
1226,34.3.landau.39b.*.03,One protester each managed to be heard during every speech.,LI,100
1227,34.3.landau.39b.*.04,One child each refused to complete every assignment.,LI,4
1228,34.3.landau.39b.*.05,One soldier each refused to obey every order.,LI,14
1229,34.3.landau.39b.*.06,One mechanic each managed to repair every car.,LI,74
1230,34.3.landau.39b.*.07,One dog each attempted to fetch every stick.,LI,72
1231,34.3.landau.39b.*.08,One athlete each tried to win each event.,LI,6
1232,34.3.takano.10b.*.01,I bought any books only occasionally.,LI,22
1233,34.3.takano.10b.*.02,Prof. Jones met with any students only rarely.,LI,106
1234,34.3.takano.10b.*.03,The store sold any hardbacks only occasionally.,LI,82
1235,34.3.takano.10b.*.04,Fritz wrote any stories only rarely.,LI,106
1236,34.3.takano.10b.*.05,The postman delivers any letters only occasionally.,LI,2
1237,34.3.takano.10b.*.06,The virtuoso practices any pieces only rarely.,LI,6
1238,34.3.takano.10b.*.07,Thin people eat any snacks only occasionally.,LI,2
1239,34.3.takano.10b.*.08,Most people clean any windows only rarely.,LI,10
1240,34.3.takano.10b.g.01,I only occasionally bought any books.,LI,2
1248,34.3.takano.9e.*.01,Anything has nobody done.,LI,106
1251,34.3.takano.9e.*.04,Anything has nobody bought.,LI,90
1252,34.3.takano.9e.*.05,Anything has nobody seen.,LI,12
1254,34.3.takano.9e.*.07,Anything has nobody desired.,LI,2
1264,34.4.boskovic.3a.*.01,It seemed at that time David had left.,LI,24
1265,34.4.boskovic.3a.*.02,It seemed at that time Mark had quit.,LI,2
1266,34.4.boskovic.3a.*.03,It seemed at that time Michelle had won.,LI,10
1267,34.4.boskovic.3a.*.04,It seemed at that time Stacey had been hired.,LI,8
1268,34.4.boskovic.3a.*.05,It seemed at that time Tom had moved.,LI,24
1269,34.4.boskovic.3a.*.06,It seemed at that time Clara had been promoted.,LI,2
1270,34.4.boskovic.3a.*.07,It seemed at that time Adam had been fired.,LI,2
1271,34.4.boskovic.3a.*.08,It seemed at that time Robert had confessed.,LI,36
1281,34.4.boskovic.3c.*.02,They believed and we thought Jamie would finish the assignment.,LI,6
1282,34.4.boskovic.3c.*.03,They thought and we expected Charles would read his speech.,LI,108
1283,34.4.boskovic.3c.*.04,They expected and we knew Courtney would ride the elephant.,LI,54
1284,34.4.boskovic.3c.*.05,They knew and we saw Mark would skip work.,LI,80
1285,34.4.boskovic.3c.*.06,They saw and we confirmed Andrea would present her artwork.,LI,54
1286,34.4.boskovic.3c.*.07,They denied and we suspected Sean would buy the car.,LI,82
1287,34.4.boskovic.3c.*.08,They affirmed but we denied Mary would tell the truth.,LI,72
1289,34.4.boskovic.3d.*.02,Laurie believed Eric won the gold medal and Sally Eric won the silver medal.,LI,76
1290,34.4.boskovic.3d.*.03,Ernie believed Jackie passed the test and Louie Jackie got an A.,LI,92
1291,34.4.boskovic.3d.*.04,Donald believed Joe finished his homework and Dewey Joe took a nap.,LI,96
1292,34.4.boskovic.3d.*.05,Sarah believed Daniel grew a few inches and Richard Daniel gained some weight.,LI,24
1293,34.4.boskovic.3d.*.06,Raymond believed Amy practiced her music and Danielle Amy won a competition.,LI,58
1294,34.4.boskovic.3d.*.07,Matt believed Ben read a book and Lilly Ben watched a movie.,LI,94
1295,34.4.boskovic.3d.*.08,Mary believed Tommy drank his milk and Brandon Tommy ate the vegetables.,LI,2
1296,34.4.boskovic.3e.*.01,"John likes Mary, Jane didn't believe.",LI,38
1297,34.4.boskovic.3e.*.02,"Chris hates vegetables, Helen didn't believe.",LI,28
1298,34.4.boskovic.3e.*.03,"Mike pushed the little girl, Bianca didn't believe.",LI,86
1299,34.4.boskovic.3e.*.04,"Emma ate the whole cake, her mother didn't believe.",LI,58
1302,34.4.boskovic.3e.*.07,"Wesley stole the shirt, his girlfriend didn't believe.",LI,42
1303,34.4.boskovic.3e.*.08,"Addison bit the boy, Jena didn't believe.",LI,8
1321,34.4.boskovic.4c.g.02,They believed and we thought that Jamie would finish the assignment.,LI,2
1322,34.4.boskovic.4c.g.03,They thought and we expected that Charles would read his speech.,LI,70
1323,34.4.boskovic.4c.g.04,They expected and we knew that Courtney would ride the elephant.,LI,10
1325,34.4.boskovic.4c.g.06,They saw and we confirmed that Andrea would present her artwork.,LI,74
1326,34.4.boskovic.4c.g.07,They denied and we suspected that Sean would buy the car.,LI,88
1327,34.4.boskovic.4c.g.08,They affirmed but we denied that Mary would tell the truth.,LI,44
1328,34.4.boskovic.4d.g.01,Mary believed that Peter finished school and Bill that Peter got a job.,LI,4
1329,34.4.boskovic.4d.g.02,Laurie believed that Eric won the gold medal and Sally that Eric won the silver medal.,LI,106
1330,34.4.boskovic.4d.g.03,Ernie believed that Jackie passed the test and Louie that Jackie got an A.,LI,92
1331,34.4.boskovic.4d.g.04,Donald believed that Joe finished his homework and that Dewey Joe took a nap.,LI,10
1333,34.4.boskovic.4d.g.06,Raymond believed that Amy practiced her music and Danielle that Amy won a competition.,LI,56
1334,34.4.boskovic.4d.g.07,Matt believed that Ben read a book and Lilly that Ben watched a movie.,LI,8
1335,34.4.boskovic.4d.g.08,Mary believed that Tommy drank his milk and Brandon that Tommy ate the vegetables.,LI,62
1339,34.4.boskovic.4e.g.04,"That Emma ate the whole cake, her mother didn't believe.",LI,6
1342,34.4.boskovic.4e.g.07,"That Wesley stole the shirt, his girlfriend didn't believe.",LI,12
1344,34.4.boskovic.7a.??.01,What did they believe at that time that Peter fixed?,LI,84
1352,34.4.boskovic.7c.g.01,"At that time, what did they believe that Peter fixed?",LI,4
1361,34.4.haegeman.2a.*.02,This is the girl who I think that will babysit your child next Thursday.,LI,4
1364,34.4.haegeman.2a.*.05,This is the student who I think that will copy from you during the exam.,LI,2
1365,34.4.haegeman.2a.*.06,This is the doctor who I think that will cure your sister.,LI,14
1366,34.4.haegeman.2a.*.07,This is the lawyer who I think that will represent your husband at trial.,LI,14
1376,34.4.lasnik.10a.*.01,"Angela wondered how John managed to cook, but it's not clear what food.",LI,4
1377,34.4.lasnik.10a.*.02,"Sarah wondered why Dan tried to drink, but it's not clear what beverage.",LI,58
1378,34.4.lasnik.10a.*.03,"Eric wondered how Lisa learned to dance, but it's not clear what dance.",LI,2
1379,34.4.lasnik.10a.*.04,"Matt wondered why Kelly hoped to win, but it's not clear what contest.",LI,58
1380,34.4.lasnik.10a.*.05,"Sharon wondered why Amy hoped to read, but it's not clear what book.",LI,2
1381,34.4.lasnik.10a.*.06,"Terry wondered how Cindy learned to swim, but it's not clear what stroke.",LI,2
1382,34.4.lasnik.10a.*.07,"Mike wondered why Leslie tried to visit, but it's not clear what city.",LI,98
1383,34.4.lasnik.10a.*.08,"Natalie wondered how William managed to pass, but it's not clear what class.",LI,56
1384,34.4.lasnik.11a.g.01,"Angela wondered how John managed to cook a certain food, but it's not clear what food.",LI,40
1385,34.4.lasnik.11a.g.02,"Sarah wondered why Dan tried to drink a certain beverage, but it's not clear what beverage.",LI,102
1386,34.4.lasnik.11a.g.03,"Eric wondered how Lisa learned to dance a certain dance, but it's not clear what dance.",LI,4
1387,34.4.lasnik.11a.g.04,"Matt wondered why Kelly hoped to win a certain contest, but it's not clear what contest.",LI,112
1388,34.4.lasnik.11a.g.05,"Sharon wondered why Amy hoped to read a certain book, but it's not clear what book.",LI,68
1389,34.4.lasnik.11a.g.06,"Terry wondered how Cindy learned to swim a certain stroke, but it's not clear what stroke.",LI,4
1390,34.4.lasnik.11a.g.07,"Mike wondered why Leslie tried to visit a certain city, but it's not clear what city.",LI,66
1391,34.4.lasnik.11a.g.08,"Natalie wondered how William managed to pass a certain class, but it's not clear what class.",LI,4
1394,35.1.beck.12b.*.03,Who does he consider a picture of precious?,LI,2
1395,35.1.beck.12b.*.04,Who do they consider a teacher of geeky?,LI,6
1396,35.1.beck.12b.*.05,Who does Dr. Parker consider a criticism of unjustified?,LI,40
1397,35.1.beck.12b.*.06,Who does the committee consider a discussion of unwarranted?,LI,56
1398,35.1.beck.12b.*.07,Who do our leaders consider an associate of untrustworthy?,LI,34
1399,35.1.beck.12b.*.08,Who does my brother want a picture of displayed?,LI,32
1400,35.1.beck.12b.g.01,I believed a friend of Andy satisfied.,LI,78
1403,35.1.beck.12b.g.04,They consider a teacher of Chris geeky.,LI,100
1410,35.1.bhatt.14a.*.03,Greg is more than angry relieved.,LI,12
1411,35.1.bhatt.14a.*.04,Tom is more than afraid worried.,LI,10
1412,35.1.bhatt.14a.*.05,Kayla is more than insulted grateful.,LI,24
1413,35.1.bhatt.14a.*.06,Sam is more than hurt disappointed.,LI,16
1415,35.1.bhatt.14a.*.08,Charles is more than intimidated impressed.,LI,44
1416,35.1.bhatt.14cf.g.01,Ralph is more tall than fit.,LI,2
1424,35.1.bhatt.76b.*.01,I told you that Bill when we met will come to the party.,LI,48
1425,35.1.bhatt.76b.*.02,I told you that Chris when we met will travel to France in December.,LI,72
1426,35.1.bhatt.76b.*.03,I told you that Sarah when we met will attend college in the fall.,LI,68
1427,35.1.bhatt.76b.*.04,I told you that Markus when we met will be moving in June.,LI,46
1448,35.1.bhatt.94b.g.01,I expect that everyone will visit Mary that you do.,LI,18
1449,35.1.bhatt.94b.g.02,I anticipate that everyone will see John that you do.,LI,28
1451,35.1.bhatt.94b.g.04,I expect that everyone will praise Ricky that you do.,LI,12
1452,35.1.bhatt.94b.g.05,I anticipate that everybody will visit Jack that you do.,LI,24
1453,35.1.bhatt.94b.g.06,They anticipate that everybody will contact Fred that you do.,LI,8
1454,35.1.bhatt.94b.g.07,He anticipates that everyone will meet Susie that you do.,LI,4
1455,35.1.bhatt.94b.g.08,I anticipate that everybody will watch Melissa that you do.,LI,10
1456,35.1.mcginnis.32b.*.01,I ran Mary.,LI,2
1458,35.1.mcginnis.32b.*.03,Fred mowed Jamie the lawn.,LI,4
1462,35.1.mcginnis.32b.*.07,Sarah washed her husband the dishes.,LI,80
1483,35.1.mcginnis.63b.*.04,The news story worried Sally about the environment.,LI,10
1496,35.2.hazout.6b.*.01,I find it irritating for usually this street to be closed.,LI,70
1497,35.2.hazout.6b.*.02,I find it annoying for usually this bus to be late.,LI,2
1498,35.2.hazout.6b.*.03,I find it upsetting for usually this theater to be sold out.,LI,92
1499,35.2.hazout.6b.*.04,I find it gratifying for usually our team to be ranked first.,LI,90
1500,35.2.hazout.6b.*.05,I find it disturbing for usually those children to be hungry.,LI,92
1501,35.2.hazout.6b.*.06,I find it frustrating for usually this store to be overpriced.,LI,8
1503,35.2.hazout.6b.*.08,I find it shocking for usually students to be cheaters.,LI,54
1511,35.2.larson.44a.??.08,A smarter lawyer than my brother received the job.,LI,2
1520,35.2.larson.44c.??.01,Max talked to as tall a man as his father.,LI,2
1523,35.2.larson.44c.??.04,Charlie spoke to as joyful a woman as his mother.,LI,50
1524,35.2.larson.44c.??.05,James whispered to as deaf a man as his grandfather.,LI,18
1525,35.2.larson.44c.??.06,Anna read to as young a girl as her sister.,LI,90
1526,35.2.larson.44c.??.07,Jessica shouted at as nervous a girl as her daughter.,LI,14
1538,35.3.embick.13b.*.03,Bill drank the glass emptied.,LI,56
1539,35.3.embick.13b.*.04,The heat turned the meat rotted.,LI,14
1540,35.3.embick.13b.*.05,Nathan shook the towel dried.,LI,48
1541,35.3.embick.13b.*.06,Lisa rolled the pancake flattened.,LI,4
1567,35.3.hazout.63.*.08,It seems a snake to be in the garden.,LI,2
1568,35.3.hazout.67a.g.01,There is likely to appear a man.,LI,80
1569,35.3.hazout.67a.g.02,There is likely to arrive a letter.,LI,76
1570,35.3.hazout.67a.g.03,There is likely to spread a disease around the world.,LI,88
1571,35.3.hazout.67a.g.04,There is likely to depart a train at midnight.,LI,22
1572,35.3.hazout.67a.g.05,There is likely to sit a table in the corner.,LI,2
1573,35.3.hazout.67a.g.06,There is likely to live a snake in the garden.,LI,34
1574,35.3.hazout.67a.g.07,There is likely to stand a bookshelf against the wall.,LI,100
1575,35.3.hazout.67a.g.08,There is likely to run a river down the mountain.,LI,50
1576,35.3.hazout.67c.*.01,There is likely a man to appear.,LI,2
1577,35.3.hazout.67c.*.02,There is likely a letter to arrive.,LI,42
1578,35.3.hazout.67c.*.03,There is likely a disease to spread around the world.,LI,70
1579,35.3.hazout.67c.*.04,There is likely a train to depart at midnight.,LI,22
1580,35.3.hazout.67c.*.05,There is likely a table to sit in the corner.,LI,14
1582,35.3.hazout.67c.*.07,There is likely a bookshelf to stand against the wall.,LI,2
1583,35.3.hazout.67c.*.08,There is likely a river to run down the mountain.,LI,64
1585,35.3.hazout.75.*.02,It is unthinkable David to work hard.,LI,26
1586,35.3.hazout.75.*.03,It is incomprehensible Ryan to leave late.,LI,30
1589,35.3.hazout.75.*.06,It is unthinkable Lauren to speak loudly.,LI,18
1591,35.3.hazout.75.*.08,It is unimaginable Rachel to cry often.,LI,16
1596,35.3.hazout.75.g.05,It is unremarkable for Brittany to wake up late.,LI,6
1616,35.3.sobin.3c.*.01,Some frogs and a fish is in the pond.,LI,36
1617,35.3.sobin.3c.*.02,Some papers and a pen is in the drawer.,LI,108
1618,35.3.sobin.3c.*.03,Some dogs and a cat is in the alley.,LI,8
1619,35.3.sobin.3c.*.04,Some boys and a girl is in the car.,LI,50
1620,35.3.sobin.3c.*.05,Some workers and a supervisor is in the office.,LI,14
1622,35.3.sobin.3c.*.07,Some magazines and a book is in the storage box.,LI,96
1623,35.3.sobin.3c.*.08,Some sweaters and a shirt is in the suitcase.,LI,34
1632,36.4.denDikken.45.*.01,"That much the less you say, the smarter you will seem.",LI,38
1633,36.4.denDikken.45.*.02,"That much the more you save, the better off you will be.",LI,48
1635,36.4.denDikken.45.*.04,"That much the more you give, the happier you will be.",LI,88
1637,36.4.denDikken.45.*.06,"That much the more you talk, the less you listen.",LI,98
1638,36.4.denDikken.45.*.07,"That much the less you scratch it, the faster it will heal.",LI,14
1648,37.1.boeckx.5.*.01,Sue asked what who bought.,LI,28
1651,37.1.boeckx.5.*.04,Dale asked what who said.,LI,12
1654,37.1.boeckx.5.*.07,Brain asked what who sent.,LI,4
1655,37.1.boeckx.5.*.08,Melissa wondered what who hid.,LI,2
1665,37.2.deVries.39a.*.02,You spoke to for whom I sang last week.,LI,2
1668,37.2.deVries.39a.*.05,She visited for whom she baked the cake.,LI,6
1679,37.2.deVries.39b.g.08,"They nominated Lillian, through whom we contacted them.",LI,2
1691,37.2.Sigurdsson.3d.*.04,Us would have been selected.,LI,94
1695,37.2.Sigurdsson.3d.*.08,Him would have been replaced.,LI,6
1705,37.3.becker.26b.*.02,I tend drinking milkshakes.,LI,72
1706,37.3.becker.26b.*.03,I appear lifting weights.,LI,92
1707,37.3.becker.26b.*.04,I turned out collecting coins.,LI,28
1708,37.3.becker.26b.*.05,I turned out running marathons.,LI,40
1709,37.3.becker.26b.*.06,I appear playing tennis.,LI,88
1710,37.3.becker.26b.*.07,I tend taking vacations.,LI,30
1711,37.3.becker.26b.*.08,I seem missing work.,LI,96
1720,37.3.becker.2b.*.01,There like to be storms at this time of year.,LI,8
1721,37.3.becker.2b.*.02,There want to be teenagers at the birthday party.,LI,106
1722,37.3.becker.2b.*.03,There hope to be new ideas in the report.,LI,4
1723,37.3.becker.2b.*.04,There is eager to be a problem with this plan.,LI,22
1724,37.3.becker.2b.*.05,There expect to be tools in the trunk.,LI,58
1725,37.3.becker.2b.*.06,There are happy to be insects inside the wood.,LI,66
1726,37.3.becker.2b.*.07,There try to be ambulances nearby.,LI,10
1727,37.3.becker.2b.*.08,There is anxious to be cream in this sauce.,LI,84
1731,37.3.becker.5a.g.04,She detests standing in the rain.,LI,2
1737,37.3.becker.5b.*.02,I tend worrying about exams.,LI,10
1738,37.3.becker.5b.*.03,You seem dancing a tango.,LI,82
1740,37.3.becker.5b.*.05,He was unlikely getting a scholarship.,LI,10
1741,37.3.becker.5b.*.06,They seem being left behind.,LI,18
1743,37.3.becker.5b.*.08,They tend receiving large presents.,LI,4
1748,37.4.nakajima.20e.*.05,The sun appeared a bright appearance this morning.,LI,16
1755,37.4.nakajima.4a.g.04,"The apples fell just a short fall to the lower deck, and so were not too badly bruised.",LI,86
1756,37.4.nakajima.4a.g.05,My daughter grew a year's growth in just three months.,LI,36
1775,38.2.hornstein.3c.g.08,How little snow was there on the sidewalk?,LI,2
1779,38.2.hornstein.4b.g.04,In which field played two teams?,LI,58
1781,38.2.hornstein.4b.g.06,Around which track raced three drivers?,LI,14
1782,38.2.hornstein.4b.g.07,Over which bridge drove six trucks?,LI,2
1784,38.2.hornstein.4c.*.01,Into which room did walk three men?,LI,38
1785,38.2.hornstein.4c.*.02,Down which street did drive two cars?,LI,24
1786,38.2.hornstein.4c.*.03,Up which hill did run four horses?,LI,50
1787,38.2.hornstein.4c.*.04,In which field did play two teams?,LI,110
1788,38.2.hornstein.4c.*.05,Along which beach did stroll four couples?,LI,4
1789,38.2.hornstein.4c.*.06,Around which track did race three drivers?,LI,96
1790,38.2.hornstein.4c.*.07,Over which bridge did drive six trucks?,LI,68
1791,38.2.hornstein.4c.*.08,Through which tunnel did race five sports cars?,LI,92
1811,38.3.haddican.39.*.04,"The dentist said that I should start flossing, but the actual doing of so is burdensome.",LI,30
1833,38.3.hirose.1b.*.02,On her parents for money Melanie relied.,LI,6
1834,38.3.hirose.1b.*.03,To the neighbors about the noise the old man complained.,LI,76
1835,38.3.hirose.1b.*.04,To the professor about my grade I talked.,LI,98
